,institution
11554,University of Phoenix-Cleveland Campus
11555,University of Phoenix-Colorado Campus
11556,University of Phoenix-Columbia Campus
11557,University of Phoenix-Columbus Georgia Campus
11558,University of Phoenix-Columbus Ohio Campus
11559,University of Phoenix-Dallas Campus
11560,University of Phoenix-Dallas Fort Worth Campus
11561,University of Phoenix-Delaware
11562,University of Phoenix-Denver Campus
11563,University of Phoenix-Des Moines Campus
11564,University of Phoenix-Eastern Washington Campus
11565,University of Phoenix-Fairfield County Campus
11566,University of Phoenix-Harrisburg Campus
11567,University of Phoenix-Hawaii Campus
11568,University of Phoenix-Houston Campus
11569,University of Phoenix-Houston Westside Campus
11570,University of Phoenix-Idaho Campus
11571,University of Phoenix-Indianapolis Campus
11572,University of Phoenix-Jackson Campus
11573,University of Phoenix-Jersey City Campus
11574,University of Phoenix-Kansas City Campus
11575,University of Phoenix-Knoxville
11576,University of Phoenix-Lafayette
11577,University of Phoenix-Las Vegas Campus
11578,University of Phoenix-Little Rock Campus
11579,University of Phoenix-Louisiana Campus
11580,University of Phoenix-Louisville Campus
11581,University of Phoenix-Madison Campus
11582,University of Phoenix-Maryland Campus
11583,University of Phoenix-Metro Detroit Campus
11584,University of Phoenix-Milwaukee Campus
11585,University of Phoenix-Minneapolis/St Paul Campus
11586,University of Phoenix-Nashville Campus
11587,University of Phoenix-New Mexico Campus
11588,University of Phoenix-Northern Nevada Campus
11589,University of Phoenix-Northern Virginia Campus
11590,University of Phoenix-Northwest Arkansas Campus
11591,University of Phoenix-Northwest Indiana Campus
11592,University of Phoenix-Oklahoma City Campus
11593,University of Phoenix-Omaha Campus
11594,University of Phoenix-Online Campus
11595,University of Phoenix-Oregon Campus
11596,University of Phoenix-Philadelphia Campus
11597,University of Phoenix-Phoenix-Hohokam Campus
11598,University of Phoenix-Puerto Rico Campus
11599,University of Phoenix-Raleigh Campus
11600,University of Phoenix-Richmond Campus
11601,University of Phoenix-San Antonio Campus
11602,University of Phoenix-Savannah Campus
11603,University of Phoenix-Seattle Campus
11604,University of Phoenix-Shreveport-Bossier
11605,University of Phoenix-Southern California Campus
11606,University of Phoenix-Spokane Campus
11607,University of Phoenix-Springfield  Campus
11608,University of Phoenix-St Louis Campus
11609,University of Phoenix-Utah Campus
11610,University of Phoenix-Washington DC Campus
11611,University of Phoenix-Western Washington Campus
11612,University of Phoenix-Wichita Campus
11613,University of Pikeville
11614,University of Pisa
11615,University of Pittsburgh
11616,University of Pittsburgh Medical Center-Health System
11617,University of Pittsburgh Medical Center-Shadyside School of Nursing
11618,"University of Pittsburgh, Pittsburgh Campus"
11619,University of Pittsburgh-Main Campus
11620,University of Pittsburgh-Pittsburgh Campus
11621,University of Plymouth
11622,University of Poitiers
11623,University of Portland
11624,University of Porto
11625,University of Portsmouth
11626,University of Potsdam
11627,University of Pretoria
11628,University of Puerto Rico at Cayey
11629,University of Puerto Rico-Carolina
11630,University of Puerto Rico-Cayey
11631,University of Puerto Rico-Cayey University College
11632,University of Puget Sound
11633,University of Quebec
11634,University of Quebec Montreal
11635,University of Redlands
11636,University of Regensburg
11637,University of Regina
11638,University of Rennes 1
11639,University of Rhode Island
11640,University of Richmond
11641,University of Rio Grande
11642,University of Rochester
11643,University of Roma - Tor Vergata
11644,University of Rostock
11645,University of Sacred Heart
11646,University of Saint Francis-Fort Wayne
11647,University of Saint Francis-Ft Wayne
11648,University of Saint Mary
11649,University of Saint Mary of the Lake
11650,University of Salamanca
11651,University of Salento
11652,University of Salerno
11653,University of Salzburg
11654,University of San Diego
11655,University of San Francisco
11656,University of Santiago Compostela
11657,University of Sao Paulo
11658,University of Saskatchewan
11659,University of Savoy
11660,University of Science and Arts of Oklahoma
11661,University of Science and Technology Beijing
11662,University of Science and Technology of China
11663,"University of Science, Malaysia"
11664,University of Scranton
11665,University of Seville
11666,University of Shanghai for Science and Technology
11667,University of Sherbrooke
11668,University of Siena
11669,University of Sioux Falls
11670,University of South Africa
11671,University of South Alabama
11672,University of South Australia
11673,University of South Bohemia
11674,University of South Carolina - Columbia
11675,University of South Carolina-Aiken
11676,University of South Carolina-Beaufort
11677,University of South Carolina-Columbia
11678,University of South Carolina-Lancaster
11679,University of South Carolina-Salkehatchie
11680,University of South Carolina-Sumter
11681,University of South Carolina-Union
11682,University of South Carolina-Upstate
11683,University of South Dakota
11684,University of South Florida
11685,University of South Florida-Main Campus
11686,University of Southampton
11687,University of Southern California
11688,University of Southern Denmark
11689,University of Southern Indiana
11690,University of Southern Mississippi
11691,University of Southern Nevada
11692,University of Southern Queensland
11693,University of Spa & Cosmetology Arts
11694,University of Split
11695,University of St Andrews
11696,University of St Francis
11697,University of St Thomas
11698,University of Stirling
11699,University of Strasbourg
11700,University of Strathclyde
11701,University of Stuttgart
11702,University of Surrey
11703,University of Sussex
11704,University of Sydney
11705,University of Szeged
11706,University of Tabriz
11707,University of Tampere
11708,University of Tartu
11709,University of Tasmania
11710,University of Technology Sydney
11711,"University of Technology, Sydney"
11712,University of Tehran
11713,University of Tennessee - Knoxville
11714,University of Tennessee Health Science Center
11715,University of Texas at El Paso
11716,University of Thessaly
11717,University of Toledo
11718,University of Toledo-Main Campus
11719,University of Toronto
11720,University of Toulouse 1
11721,University of Tours
11722,University of Toyama
11723,University of Trento
11724,University of Trieste
11725,University of Tromso
11726,University of Tsukuba
11727,University of Tuebingen
11728,University of Tulsa
11729,University of Turin
11730,University of Turku
11731,University of Twente
11732,University of Udine
11733,University of Ulm
11734,University of Ulsan
11735,University of Urbino
11736,University of Utah
11737,University of Valencia
11738,University of Valladolid
11739,University of Vermont
11740,University of Verona
11741,University of Versailles Saint-Quentin-en-Yvelines
11742,University of Veterinary Medicine Vienna
11743,University of Victoria
11744,University of Vienna
11745,University of Vigo
11746,University of Virginia
11747,University of Virginia-Main Campus
11748,University of Wageningen
11749,University of Warsaw
11750,University of Warwick
11751,University of Washington
11752,University of Washington-Seattle Campus
11753,University of Waterloo
11754,University of West Alabama
11755,University of West Georgia
11756,University of Western States
11757,University of Western Sydney
11758,University of Wisconsin - Madison
11759,University of Wisconsin - Milwaukee
11760,University of Wisconsin Colleges
11761,University of Wisconsin Extension
11762,University of Wisconsin-Eau Claire
11763,University of Wisconsin-Green Bay
11764,University of Wisconsin-La Crosse
11765,University of Wisconsin-Madison
11766,University of Wisconsin-Milwaukee
11767,University of Wisconsin-Oshkosh
11768,University of Wisconsin-Parkside
11769,University of Wisconsin-Platteville
11770,University of Wisconsin-River Falls
11771,University of Wisconsin-Stevens Point
11772,University of Wisconsin-Stout
11773,University of Wisconsin-Superior
11774,University of Wisconsin-System Administration
11775,University of Wisconsin-Whitewater
11776,University of Wollongong
11777,University of Wuerzburg
11778,University of Wuppertal
11779,University of Wyoming
11780,University of Yamanashi
11781,University of York
11782,University of Zagreb
11783,University of Zaragoza
11784,University of Zurich
11785,University of the Balearic Islands
11786,University of the Basque Country
11787,University of the Cumberlands
11788,University of the District of Columbia
11789,University of the Incarnate Word
11790,University of the Ozarks
11791,University of the Pacific
11792,University of the Punjab
11793,University of the Republic - Uruguay
11794,University of the Rockies
11795,University of the Sciences
11796,University of the Sciences in Philadelphia
11797,University of the Southwest
11798,University of the Sunshine Coast
11799,University of the Virgin Islands
11800,University of the West
11801,University of the Witwatersrand
11802,Università Della Svizzera Italiana
11803,Université Grenoble Alpes
11804,Université Gustave Eiffel
11805,Université libre de Bruxelles (ULB)
11806,Upper Bucks County Area Vocational Technical School
11807,Upper Cape Cod Regional Technical School
11808,Upper Iowa University
11809,Upper Valley Career Center
11810,Upper Valley Educators Institute
11811,Upper Valley Joint Vocational School
11812,Upper Valley Teacher Institute
11813,Uppsala University
11814,Upstate Medical University
11815,Ural Federal University
11816,Urban College of Boston
11817,Urbana Theological Seminary
11818,Urbana University
11819,Urshan Graduate School of Theology
11820,Ursinus College
11821,Ursuline College
11822,Uta Mesivta of Kiryas Joel
11823,Utah Career College
11824,Utah College of Massage Therapy Inc
11825,Utah College of Massage Therapy Inc-Salt Lake City
11826,Utah State University
11827,Utah State University-College of Eastern Utah
11828,Utah Valley State College
11829,Utah Valley University
11830,Utica College
11831,Utica School of Commerce
11832,Utrecht University
11833,VALCOM TECHNOLOGY EDUC CTR-COMPUTER PROF INC
11834,VALDOSTA ACADEMY OF BEAUTY CULTURE
11835,VALE NATIONAL TRAINING CENTER WESTERN CAMPUS
11836,VALLECITOS CET INC
11837,VALLEY ACADEMY OF HAIR
11838,VALLEY AVIATION INC
11839,VALLEY BAPTIST MEDICAL CENTER SCHOOL OF VOC NURS
11840,VALLEY BEAUTY COLLEGE
11841,VALLEY BUSINESS COLLEGE
11842,VALLEY HYPNOSIS CENTER
11843,VALLEY TRAVEL COLLEGE
11844,VALLEY VIEW REGIONAL HOSPITAL SCHOOL OF MED TECHN
11845,VAMC SCHOOL OF MEDICAL TECHNOLOGY
11846,VAN MAR ACADEMY OF MOTION PICTURE AND TV ACTING
11847,VANCOUVER SCHOOL OF BEAUTY
11848,VAUGHNS'S BEAUTY COLLEGE
11849,VEGAS CAREER SCHOOL
11850,VENTURA COLLEGE OF LAW
